source_file,temperature,rpm,vibration_total,vibration_rms,vibration_mean,vibration_peak,vibration_std,risk_level
2004.02.18.12.12.39,0,0,0.11522,0.11522,-0.00236,0.991,0.115196,CRITICAL
2004.02.18.12.22.39,0,0,0.114761,0.114761,-0.001555,0.84,0.114751,CRITICAL
2004.02.18.12.32.39,0,0,0.114538,0.114538,-0.001353,0.84,0.11453,CRITICAL
2004.02.18.12.42.39,0,0,0.113446,0.113446,-0.002326,0.828,0.113422,CRITICAL
2004.02.18.12.52.39,0,0,0.11169,0.11169,-0.002458,0.818,0.111663,CRITICAL
2004.02.18.13.02.39,0,0,0.113215,0.113215,-0.002162,0.92,0.113194,CRITICAL
2004.02.18.13.12.39,0,0,0.114192,0.114192,-0.002118,0.859,0.114172,CRITICAL
2004.02.18.13.22.39,0,0,0.112618,0.112618,-0.001927,0.862,0.112602,CRITICAL
2004.02.18.13.32.39,0,0,0.112392,0.112392,-0.001605,0.823,0.11238,CRITICAL
2004.02.18.13.42.39,0,0,0.112934,0.112934,-0.002075,0.796,0.112915,CRITICAL
2004.02.18.13.52.39,0,0,0.114145,0.114145,-0.002031,0.933,0.114127,CRITICAL
2004.02.18.14.02.39,0,0,0.115134,0.115134,-0.002303,0.771,0.115111,CRITICAL
2004.02.18.14.12.39,0,0,0.114179,0.114179,-0.002128,0.974,0.114159,CRITICAL
2004.02.18.14.22.39,0,0,0.115502,0.115502,-0.00182,0.859,0.115488,CRITICAL
2004.02.18.14.32.39,0,0,0.114599,0.114599,-0.001842,0.874,0.114584,CRITICAL
2004.02.18.14.42.39,0,0,0.118631,0.118631,-0.002064,0.918,0.118613,CRITICAL
2004.02.18.14.52.39,0,0,0.115304,0.115304,-0.002025,0.937,0.115286,CRITICAL
2004.02.18.15.02.39,0,0,0.111485,0.111485,-0.002265,0.894,0.111462,CRITICAL
2004.02.18.15.12.39,0,0,0.109969,0.109969,-0.001921,0.803,0.109952,CRITICAL
2004.02.18.15.22.39,0,0,0.108919,0.108919,-0.002245,0.73,0.108895,CRITICAL
2004.02.18.15.32.39,0,0,0.106045,0.106045,-0.00142,0.637,0.106035,CRITICAL
2004.02.18.15.42.39,0,0,0.106547,0.106547,-0.001995,0.703,0.106528,CRITICAL
2004.02.18.15.52.39,0,0,0.10615,0.10615,-0.00124,0.71,0.106142,CRITICAL
2004.02.18.16.02.39,0,0,0.104808,0.104808,-0.002441,0.706,0.104779,CRITICAL
2004.02.18.16.12.39,0,0,0.106696,0.106696,-0.002419,0.662,0.106669,CRITICAL
2004.02.18.16.22.39,0,0,0.105598,0.105598,-0.001701,0.701,0.105584,CRITICAL
2004.02.18.16.32.39,0,0,0.105904,0.105904,-0.001581,0.886,0.105892,CRITICAL
2004.02.18.16.42.39,0,0,0.10914,0.10914,-0.002087,0.796,0.10912,CRITICAL
2004.02.18.16.52.39,0,0,0.109275,0.109275,-0.001746,0.693,0.109261,CRITICAL
2004.02.18.17.02.39,0,0,0.115377,0.115377,-0.00201,0.73,0.115359,CRITICAL
2004.02.18.17.12.39,0,0,0.117731,0.117731,-0.002152,0.708,0.117711,CRITICAL
2004.02.18.17.22.39,0,0,0.123044,0.123044,-0.001897,0.837,0.123029,CRITICAL
2004.02.18.17.32.39,0,0,0.127402,0.127402,-0.001766,0.75,0.127389,CRITICAL
2004.02.18.17.42.39,0,0,0.129731,0.129731,-0.001648,0.974,0.129721,CRITICAL
2004.02.18.17.52.39,0,0,0.13073,0.13073,-0.001707,0.776,0.130719,CRITICAL
2004.02.18.18.02.39,0,0,0.129578,0.129578,-0.002327,0.793,0.129557,CRITICAL
2004.02.18.18.12.39,0,0,0.126471,0.126471,-0.002099,0.774,0.126454,CRITICAL
2004.02.18.18.22.39,0,0,0.123278,0.123278,-0.001761,0.803,0.123266,CRITICAL
2004.02.18.18.32.39,0,0,0.128215,0.128215,-0.001813,0.85,0.128202,CRITICAL
2004.02.18.18.42.39,0,0,0.128503,0.128503,-0.002104,0.916,0.128486,CRITICAL
2004.02.18.18.52.39,0,0,0.128431,0.128431,-0.00243,0.776,0.128408,CRITICAL
2004.02.18.19.02.39,0,0,0.135585,0.135585,-0.002178,0.996,0.135568,CRITICAL
2004.02.18.19.12.39,0,0,0.130962,0.130962,-0.002057,0.791,0.130946,CRITICAL
2004.02.18.19.22.39,0,0,0.12838,0.12838,-0.001752,0.928,0.128368,CRITICAL
2004.02.18.19.32.39,0,0,0.12956,0.12956,-0.002018,0.872,0.129544,CRITICAL
2004.02.18.19.42.39,0,0,0.12921,0.12921,-0.002059,0.93,0.129193,CRITICAL
2004.02.18.19.52.39,0,0,0.131741,0.131741,-0.00174,0.894,0.131729,CRITICAL
2004.02.18.20.02.39,0,0,0.130996,0.130996,-0.001887,0.876,0.130982,CRITICAL
2004.02.18.20.12.39,0,0,0.137283,0.137283,-0.002263,0.959,0.137264,CRITICAL
2004.02.18.20.22.39,0,0,0.135893,0.135893,-0.001927,0.911,0.13588,CRITICAL
2004.02.18.20.32.39,0,0,0.133105,0.133105,-0.001849,0.94,0.133092,CRITICAL
2004.02.18.20.42.39,0,0,0.133627,0.133627,-0.001488,0.833,0.133619,CRITICAL
2004.02.18.20.52.39,0,0,0.130014,0.130014,-0.001863,0.854,0.130001,CRITICAL
2004.02.18.21.02.39,0,0,0.127102,0.127102,-0.002006,0.706,0.127087,CRITICAL
2004.02.18.21.12.39,0,0,0.129876,0.129876,-0.001793,0.779,0.129864,CRITICAL
2004.02.18.21.22.39,0,0,0.134573,0.134573,-0.001845,0.823,0.13456,CRITICAL
2004.02.18.21.32.39,0,0,0.131399,0.131399,-0.001943,0.725,0.131384,CRITICAL
2004.02.18.21.42.39,0,0,0.135584,0.135584,-0.002314,0.859,0.135564,CRITICAL
2004.02.18.21.52.39,0,0,0.141756,0.141756,-0.001933,0.947,0.141743,CRITICAL
2004.02.18.22.02.39,0,0,0.144782,0.144782,-0.001865,0.942,0.14477,CRITICAL
2004.02.18.22.12.39,0,0,0.15386,0.15386,-0.001974,1.003,0.153847,CRITICAL
2004.02.18.22.22.39,0,0,0.170777,0.170777,-0.001791,1.211,0.170768,CRITICAL
2004.02.18.22.32.39,0,0,0.146603,0.146603,-0.001613,1.064,0.146594,CRITICAL
2004.02.18.22.42.39,0,0,0.145954,0.145954,-0.001892,1.028,0.145941,CRITICAL
2004.02.18.22.52.39,0,0,0.147003,0.147003,-0.001982,0.964,0.146989,CRITICAL
2004.02.18.23.02.39,0,0,0.135035,0.135035,-0.002004,0.798,0.13502,CRITICAL
2004.02.18.23.12.39,0,0,0.134746,0.134746,-0.002468,0.806,0.134723,CRITICAL
2004.02.18.23.22.39,0,0,0.137722,0.137722,-0.002362,0.937,0.137702,CRITICAL
2004.02.18.23.32.39,0,0,0.13608,0.13608,-0.001984,0.776,0.136065,CRITICAL
2004.02.18.23.42.39,0,0,0.148296,0.148296,-0.001935,0.825,0.148283,CRITICAL
2004.02.18.23.52.39,0,0,0.144561,0.144561,-0.001937,0.83,0.144548,CRITICAL
2004.02.19.00.02.39,0,0,0.154545,0.154545,-0.00157,1.118,0.154537,CRITICAL
2004.02.19.00.12.39,0,0,0.146213,0.146213,-0.001833,1.021,0.146202,CRITICAL
2004.02.19.00.22.39,0,0,0.138955,0.138955,-0.00196,0.894,0.138941,CRITICAL
2004.02.19.00.32.39,0,0,0.133661,0.133661,-0.001964,0.869,0.133647,CRITICAL
2004.02.19.00.42.39,0,0,0.133354,0.133354,-0.002424,0.769,0.133332,CRITICAL
2004.02.19.00.52.39,0,0,0.144337,0.144337,-0.001823,0.918,0.144326,CRITICAL
2004.02.19.01.02.39,0,0,0.158161,0.158161,-0.001682,1.091,0.158152,CRITICAL
2004.02.19.01.12.39,0,0,0.166227,0.166227,-0.002165,1.23,0.166213,CRITICAL
2004.02.19.01.22.39,0,0,0.146891,0.146891,-0.001974,0.759,0.146878,CRITICAL
2004.02.19.01.32.39,0,0,0.161516,0.161516,-0.002123,0.974,0.161502,CRITICAL
2004.02.19.01.42.39,0,0,0.143539,0.143539,-0.001748,0.862,0.143528,CRITICAL
2004.02.19.01.52.39,0,0,0.148821,0.148821,-0.001881,0.923,0.148809,CRITICAL
2004.02.19.02.02.39,0,0,0.141653,0.141653,-0.002002,0.808,0.141639,CRITICAL
2004.02.19.02.12.39,0,0,0.167903,0.167903,-0.002235,1.064,0.167888,CRITICAL
2004.02.19.02.22.39,0,0,0.141576,0.141576,-0.001564,0.937,0.141567,CRITICAL
2004.02.19.02.32.39,0,0,0.16377,0.16377,-0.002808,1.113,0.163746,CRITICAL
2004.02.19.02.42.39,0,0,0.184409,0.184409,-0.001976,1.301,0.184398,CRITICAL
2004.02.19.02.52.39,0,0,0.180441,0.180441,-0.002354,1.062,0.180426,CRITICAL
2004.02.19.03.02.39,0,0,0.166465,0.166465,-0.002059,1.023,0.166452,CRITICAL
2004.02.19.03.12.39,0,0,0.167231,0.167231,-0.001578,0.991,0.167223,CRITICAL
2004.02.19.03.22.39,0,0,0.197638,0.197638,-0.001531,1.199,0.197632,CRITICAL
2004.02.19.03.32.39,0,0,0.197033,0.197033,-0.00185,1.162,0.197024,CRITICAL
2004.02.19.03.42.39,0,0,0.217104,0.217104,-0.002004,1.257,0.217095,CRITICAL
2004.02.19.03.52.39,0,0,0.196871,0.196871,-0.001812,1.086,0.196862,CRITICAL
2004.02.19.04.02.39,0,0,0.204072,0.204072,-0.001749,2.28,0.204065,CRITICAL
2004.02.19.04.12.39,0,0,0.229353,0.229353,-0.002683,2.583,0.229338,CRITICAL
2004.02.19.04.22.39,0,0,0.262911,0.262911,-0.002203,3.635,0.262902,CRITICAL
2004.02.19.04.32.39,0,0,0.244794,0.244794,-0.002366,2.678,0.244783,CRITICAL
2004.02.19.04.42.39,0,0,0.215158,0.215158,-0.002254,3.469,0.215146,CRITICAL
2004.02.19.04.52.39,0,0,0.265052,0.265052,-0.00264,3.12,0.265038,CRITICAL
2004.02.19.05.02.39,0,0,0.365668,0.365668,-0.000461,5.0,0.365668,CRITICAL
2004.02.19.05.12.39,0,0,0.299372,0.299372,-0.003114,4.25,0.299356,CRITICAL
2004.02.19.05.22.39,0,0,0.261066,0.261066,-0.002478,3.066,0.261055,CRITICAL
2004.02.19.05.32.39,0,0,0.235038,0.235038,-0.001897,2.317,0.23503,CRITICAL
2004.02.19.05.42.39,0,0,0.39509,0.39509,-0.00211,5.0,0.395084,CRITICAL
2004.02.19.05.52.39,0,0,0.26827,0.26827,-0.002515,2.881,0.268259,CRITICAL
2004.02.19.06.02.39,0,0,0.284502,0.284502,-0.002003,3.696,0.284495,CRITICAL
2004.02.19.06.12.39,0,0,0.003194,0.003194,0.002757,0.007,0.001612,CRITICAL
2004.02.19.06.22.39,0,0,0.001568,0.001568,-0.001055,0.005,0.001159,CRITICAL
